,Number of ratings,Full Review
1779,5,Good mobile but samsung needed to improve becouse some time mobile get warm and it should effected by sun light
1780,5,Very amazing and osm Mobile....
1781,4,"Best usually phone for parents, i love it"
1782,4,Good 👍
1783,1,"I'm so sad to say, all things are okay but company has not given the Gyroscope feature in this phone.😔😡"
1784,4,Good
1785,2,Signal receiving very poor
1786,4,Battery backup is superb. Full value of Money.
1787,1,I not comfortable
1788,5,Phone is amazing I used it
1789,4,Nice
1790,5,Amazing
1791,5,Super
1792,5,Amazing product
1793,4,Everything is good but image quality is poor
1794,5,Good
1795,5,Not bad
1796,5,Very good 👍
1797,5,"This is the one of the best smartphone for samsung battery 🔋 is best and Display is good, 4G Connectivity is best. charging speed is good 120 minute take Full charge"
1798,3,"Camera is not perfect, rest is good"
1799,1,Bad quality
1800,1,Camera quality is so poor. Heavy phone.😔
1801,1,The front glass is real weak. It broke twice in a month. And the Exynos chipset makes the phone laggy. I just don't understand why Samsung does this to the Indian buyers.
1802,4,Best mobile
1803,5,Tnq flipkart super mobile i give 5 star
1804,4,Nice
1805,4,I don't like this mobile
1806,5,Good phone to buy if u r looking for something other than Chinese phone..
1807,5,Good service 👍
1808,5,Very nice 👌
1809,5,nice phone..
1810,4,Satisfied with this phone
1811,3,Mobile is bit overweight
1812,4,"Go on for these Mobile
It's worthy..."
1813,3,Nice fone
1814,3,Product is Ok
1815,4,Good phone according to the comparable price from other phone in this range
1816,4,Very good mobile
1817,3,Value for money
1818,5,Good
1819,5,nice 1
1820,5,Nice product....Was a great deal ....thnku flipkart
1821,4,Good
1822,5,Good fone
1823,5,Good
1824,5,Awsome smartphone too good budget friendly smartphone .Must buy
1825,5,Nice Phone
1826,5,Nice product
1827,4,"Nice phone at this price. with really long lasting battery. The seller has not mentioned that it does not support 5 GHz WIFI band width, supports only 2.4 GHz"
1828,1,camra ; speed; display ; low quality
1829,3,"Some options not better &
Sounds & camera not clarity."
1830,3,Good
1831,5,Nice product
1832,5,Worth to buy
1833,4,Good product
1834,4,Very good mobile
1835,3,Sound quality not strong
1836,5,Value of money
1837,3,Good
1838,2,Requested to please don't buy it.only camera is OK.6000MAH battery is only for saying/advertisement purpose.Hanging problem from 1st day. Not Good product.
1839,5,Value for money... Worth for Portrait camera...
1840,5,Good
1841,4,Best
1842,4,Ok in this range
1843,4,Good mobile and worth every penny
1844,4,In this price ..very good
1845,5,Nice !!!
1846,1,Very good
1847,5,Very good
1848,3,nice
1849,5,Mobile heavy weights front best looks
1850,1,Suddenly switch of
1851,4,Value for money
1852,4,This mobile is good only for the brand.. performance wise its ok only..not meet the expectations...
1853,5,Very nice
1854,4,Value for money 👍
1855,1,Lock Bottan is not working
1856,4,"1.camera is super.
2.battery was ok.
3.display ok.
4.cost was ok."
1857,4,Nice
1858,5,Average mob in this price
1859,4,Nice
1860,5,Awesome product for under 10k
1861,4,Nice product
1862,3,"Ideal for Normal usage,if you looking for playing fps games like pubg,cod NEVER TAKE THIS(NO GYRO) & THIS phone has NO GORILLA GLASS PROTECTION"
1863,5,Very excellent
1864,5,Nice product on this price range
1865,4,Wonderful
1866,5,Nice phone in this price range
1867,5,Very nice phone in this range .
1868,5,Good 👍
1869,4,Nice
1870,3,Good futures
1871,5,Very good Mobile value for money
1872,5,Best budget mobile
1873,3,Good camera...
1874,4,Value for money battery performance is Very good display display is normal
1875,5,good
1876,1,Camera quality is very poor
1877,4,"Wonderful, samsung again bounce back in style. Battery awesome, back camera superb"
1878,5,"This phone is very nice, very good camera quality, battery backup good, This price good, display nice"
1879,5,Enjoyed my phone....
1880,4,Very good
1881,5,Nice phone from samsung
1882,5,Overall it's good 👍
1883,5,Amazing product.
1884,4,Better performance
1885,4,"Only problem was front camera, that also in night time rest every thing was good. It's a very good phone at this price range, You should definitely go for it."
1886,5,This is a nice phone and nice features on this range just happy
1887,4,Budget mobile very good
1888,4,"Except camera, rest all is good.. but its a good phone in this price.."
1889,5,Good product
1890,4,Good
1891,5,Thankyou for resolving my issue
1892,5,Good
1893,5,Good phone
1894,5,Best product in this price
1895,5,Good
1896,5,It's Very Good Product For Samsung F12 And Value For Money
1897,5,"Quick charging.
Super battery power management.
Great price."
1898,1,Camera quality is very bad.
1899,1,"Pathetic mobile, don't buy"
1900,3,Good not better
1901,5,Good phone
1902,5,supprb
1903,2,Clipart delivery person not good.
1904,4,Good quality
1905,4,Good
1906,5,Nice products
1907,5,"Excellent in working, all-round performance phone from Samsung"
1908,5,Good
1909,5,"I love it this mobile value for money and budget mobile
Camera is good and bettary is 2day fully used"
1910,3,Ok
1911,3,Good phone
1912,5,Nice
1913,2,"After 2 months of using of this fone it's power button is not working and due to this I am unable to switch of this fone
Further it's speaker is also not working and some time it's touch function not work properly, I also encountered with its hanging problem

My last fone was Motorola Moto C and I used it for four years and it is still working no parts of this fone was become non functional

I am very disappointed with this fone"
1914,1,Camera quality not good
1915,4,Nice mobile
1916,5,Super
1917,5,Very good
1918,5,value for money
1919,4,Nice
1920,5,Value for money this budget mobile
1921,5,Just good
1922,5,Like India
1923,4,Value for money.
1924,4,Nice phone at that price
1925,4,Good this price
1926,4,Very best phone ever
1927,5,"Nice phone
Worth to buy branded than chinees phone"
1928,1,Very bad product. Hanging problem
1929,3,Love it
1930,5,Good product
1931,5,Good phone in this rang....display is too good and battery is osmotic.
1932,3,Good mobile phone... But camera clarity is not the best...
1933,1,Awesome product super...
1934,1,Slow charging
1935,5,Best product
1936,5,Very good phone
1937,4,nice mobile
1938,5,This is the best 👌#Samsung galaxy
1939,1,"Such a very bad service,

I buy this product, but dead phone deviled by flipkart. After 25 days phone yet not resolve.
I suggest every one to avoid Flipkart. Much better option are available in market.

Shivraj singh"
1940,5,Good
1941,5,GREAT Mobile Under Budget 👍😁😁
1942,3,Redmi is best
1943,3,Very nice F12
1944,5,nice phone
1945,5,super
1946,4,Good phone with 10000 budget
1947,2,phone camera is worst..display is also not good ..Overall average phone..not value for money..only disply size and battery is good
1948,5,Excellent product just awesome....
1949,5,Very good phone
1950,5,Good
1951,5,Very nice brand and phone
1952,3,Good
1953,4,Good product always samsung is best
1954,5,Good one
1955,5,Nice
1956,5,It's very good
1957,5,Very good
1958,3,budget phone
1959,5,"Very good to compare with price, specially in this festival I got it unbelievable price."
1960,5,This mobile is good
1961,5,Value for money.best mobile at this price.
1962,1,Worst phone
1963,3,Good
1964,5,Good Phone in this Price
1965,5,Best phone
1966,4,Good phone
1967,4,Amazing phone at this price
1968,4,Average phone this prize
1969,5,Superbb product
1970,5,Good
1971,5,Nice 🙂 phone
1972,4,Camera features improve
1973,3,This phone is good....
1974,5,Very good 👍
1975,4,Good phone
1976,3,It does not have full hd+ display. Go for full hd+ display mobile. Other things are ok.
1977,1,Bad product
1978,1,"This is the worst phone.Camera is not good .the phone is overheated during call & charging
Waste of money
Don't buy it"
1979,5,Very nice mobile
1980,1,bad display
1981,5,Nice Products
1982,1,Very bed quality 😴.....hange problem and camera quality are very low....
1983,5,Nices mobil
1984,4,Avarage but battery life is very good but display and camera avarage and protection is so good ❤️✌️
1985,4,Nice products thank you for delivery boy and thank you Flipkart 😘😘😍😍😍 thank you so much for everything and am so happy 🥰
1986,5,Good
1987,1,It's looks like china phone.. Not durable like earlier phones of samsung.. Copy of low grade china mobile. No sound clarity. Flipkart did not accept return of the product. It's really bad.. Worst service from flipkart.
1988,4,It is looking and working nice.battery is also fine.best phone and camera also good
1989,4,I love it
1990,2,Bad camera
1991,5,Nice phone 📱
1992,3,Ok
1993,5,Nice
1994,5,Very nice.. Phone
1995,5,This is so nice
1996,1,Not good not bad
1997,5,Good prise and good product
1998,5,Osm product
1999,4,very good
2000,5,Super
2001,5,Nyc
2002,1,Very slow software
2003,5,Good 👍
2004,5,Awesome purchase
2005,5,VERY GOOD ITEMS
2006,5,Device is Good performance
2007,5,Nice Working Fine
2008,4,Nice product
2009,5,Super good product
2010,1,Not good voice issue and service issue
2011,5,Very good
2012,5,Super 👌
2013,5,Nice
2014,5,Good
2015,4,Processor is Slow as Compare to Other in this price range
2016,5,Nice
2017,5,Best Mobile in low bujet
2018,5,Good
2019,4,Working fine everything is fine in this phone rather than the charging speed it could be lil better.. overall good.👌😃
2020,4,Nic
2021,5,Nice phone
2022,5,It's ok
2023,5,Good
2024,5,Very good product
2025,5,Good
2026,5,This Phone is AMAZING 😍😍😍
2027,5,Good
2028,5,Best phone in this price .. also good in quality . I am saying this after using 3 months mobile
2029,5,Value for Money
2030,2,Camera is worst .
2031,3,Just ok
2032,4,Good
2033,5,Good Phone 📱📱📱
2034,5,Nice
2035,5,Best quality
2036,1,Not better
2037,5,Good
2038,4,Nice phone
2039,5,Phone quality are looking superb
2040,5,Good
2041,5,"Good battery backup
Moderate camera and display
Heavy to hold
Worth for the price paid"
2042,3,Very good
2043,4,Very good
2044,1,Front camera bad
2045,5,FABULOUS PHONE
2046,3,"Camera is not 48 megapixel....its low.
Battery is 5850 mah only and it's also drains very early. Not like 6000 mah"
2047,5,Gd product
2048,4,Value for money
2049,5,Good
2050,3,Best in this price range
2051,3,Good product at this price.
2052,5,Adjustable
2053,4,Good product..thanks flipcrt
2054,4,Overall good
2055,1,"This phone got hang after 1 month. We can not use phone because it hangs very frequently and stop working. Worst product I ever purchased. Samsung products were good earlier, but now Samsung is making very bad products."
2056,5,Awesome phone
2057,5,Good
2058,5,Very good
2059,5,Supar is mold display supar parpomanc
2060,5,Best phone
2061,4,Perfect budget phone at this price
2062,5,Best phone in this price range
2063,5,It was full paisa wasul products
2064,5,Very very nice products
2065,1,Poor poor
2066,5,Nice
2067,4,Not bad...
2068,5,excellent
2069,5,Low price perfect phone
2070,5,Worth of money
2071,5,Nice f12
2072,4,Good phone nidhi from-(etawah
2073,5,Good
2074,4,Nice one.
2075,4,Fantastic product
2076,4,Nice
2077,5,Nice one
2078,4,I writing this review after 45 days Battery backup is good camera is not good in night with flash overall performance is good
2079,3,Great product. Weight of the product is little heavy. Battery backup is very good.
2080,5,Samsung one best mobile
2081,4,Thank you Flipkart
2082,4,Ok
2083,5,Nice
2084,4,Nice
2085,5,Beat Phone in Budget range.
2086,1,Very good product 🙂🙂🙂
2087,4,Good
2088,5,Bhalo
2089,5,Good
2090,5,Super
2091,5,Camera battery display everything is ok
2092,4,Nice phone. And battery life is good
2093,5,Good
2094,5,Nice
2095,3,Good
2096,5,Just go for it without second thought. Best in class.
2097,4,"Phone is good for who doesn't use front camera. Front camera is very poor but 48MP camera works well.

Battery is good and performance is very good for Normal gaming"
2098,4,Nice product
